서울ㆍ인천ㆍ경기도,서울,A02,2017-12-14 00:00,구름조금,-9,0,높음
서울ㆍ인천ㆍ경기도,서울,A02,2017-12-14 12:00,구름조금,-9,0,높음
서울ㆍ인천ㆍ경기도,서울,A02,2017-12-15 00:00,구름조금,-5,2,보통
서울ㆍ인천ㆍ경기도,서울,A02,2017-12-15 12:00,구름많음,-5,2,낮음
서울ㆍ인천ㆍ경기도,서울,A02,2017-12-16 00:00,구름많고 눈,-4,1,보통
서울ㆍ인천ㆍ경기도,서울,A02,2017-12-16 12:00,구름많음,-4,1,낮음
서울ㆍ인천ㆍ경기도,서울,A02,2017-12-17 00:00,구름많음,-8,0,보통
서울ㆍ인천ㆍ경기도,서울,A02,2017-12-17 12:00,구름많음,-8,0,보통
서울ㆍ인천ㆍ경기도,서울,A02,2017-12-18 00:00,구름많음,-7,2,보통
서울ㆍ인천ㆍ경기도,서울,A02,2017-12-18 12:00,구름많고 눈,-7,2,보통
서울ㆍ인천ㆍ경기도,서울,A01,2017-12-19 00:00,구름많음,-6,2,낮음
서울ㆍ인천ㆍ경기도,서울,A01,2017-12-20 00:00,구름많음,-5,3,보통
서울ㆍ인천ㆍ경기도,서울,A01,2017-12-21 00:00,구름많음,-5,3,보통
서울ㆍ인천ㆍ경기도,인천,A02,2017-12-14 00:00,구름조금,-8,0,높음
서울ㆍ인천ㆍ경기도,인천,A02,2017-12-14 12:00,구름조금,-8,0,높음
서울ㆍ인천ㆍ경기도,인천,A02,2017-12-15 00:00,구름조금,-5,2,보통
서울ㆍ인천ㆍ경기도,인천,A02,2017-12-15 12:00,구름많음,-5,2,낮음
서울ㆍ인천ㆍ경기도,인천,A02,2017-12-16 00:00,구름많고 눈,-3,1,보통
서울ㆍ인천ㆍ경기도,인천,A02,2017-12-16 12:00,구름많음,-3,1,낮음
서울ㆍ인천ㆍ경기도,인천,A02,2017-12-17 00:00,구름많음,-7,0,보통
서울ㆍ인천ㆍ경기도,인천,A02,2017-12-17 12:00,구름많음,-7,0,보통
서울ㆍ인천ㆍ경기도,인천,A02,2017-12-18 00:00,구름많음,-6,1,보통
서울ㆍ인천ㆍ경기도,인천,A02,2017-12-18 12:00,구름많고 눈,-6,1,보통
서울ㆍ인천ㆍ경기도,인천,A01,2017-12-19 00:00,구름많음,-5,2,낮음
서울ㆍ인천ㆍ경기도,인천,A01,2017-12-20 00:00,구름많음,-4,2,보통
서울ㆍ인천ㆍ경기도,인천,A01,2017-12-21 00:00,구름많음,-5,2,보통
서울ㆍ인천ㆍ경기도,수원,A02,2017-12-14 00:00,구름조금,-9,0,높음
서울ㆍ인천ㆍ경기도,수원,A02,2017-12-14 12:00,구름조금,-9,0,높음
서울ㆍ인천ㆍ경기도,수원,A02,2017-12-15 00:00,구름조금,-5,1,보통
서울ㆍ인천ㆍ경기도,수원,A02,2017-12-15 12:00,구름많음,-5,1,낮음
서울ㆍ인천ㆍ경기도,수원,A02,2017-12-16 00:00,구름많고 눈,-4,2,보통
